4.06,4.09,4.1,4.11
4.06,4.09,4.1,4.11
4.06,4.09,4.1,4.11
4.06,4.09,4.1,4.11
4.06,4.09,4.1,4.11
4.06,4.09,4.1,4.11
4.06,4.09,4.1,4.11
4.06,4.09,4.1,4.11
4.06,4.09,4.1,4.11
4.06,4.09,4.1,4.11
4.06,4.09,4.1,4.11
4.01,4.05,4.05,4.03
4.03,4.06,4.07,4.09
4.04,4.07,4.08,4.1
4.05,4.07,4.08,4.1
4.05,4.07,4.09,4.1
4.05,4.08,4.08,4.1
4.05,4.08,4.08,4.1
4.05,4.08,4.08,4.1
4.05,4.08,4.08,4.1
4.05,4.08,4.08,4.1
4.05,4.07,4.09,4.1
4.05,4.07,4.09,4.09
4.05,4.07,4.09,4.09
4.05,4.07,4.09,4.09
4.05,4.07,4.09,4.09
4.05,4.07,4.09,4.09
4.05,4.07,4.09,4.09
4.05,4.07,4.09,4.09
4.05,4.07,4.09,4.09
4.05,4.07,4.09,4.09
4.05,4.07,4.09,4.09
4.05,4.07,4.08,4.1
4.05,4.07,4.08,4.1
4.05,4.07,4.08,4.09
4.05,4.07,4.08,4.1
4.05,4.07,4.08,4.1
4.05,4.07,4.08,4.1
4.05,4.07,4.08,4.09
4.05,4.07,4.08,4.09
4.05,4.07,4.08,4.1
4.05,4.07,4.08,4.09
4.05,4.07,4.08,4.1
4.05,4.07,4.08,4.1
4.05,4.07,4.08,4.1
4.05,4.07,4.08,4.09
4.05,4.07,4.08,4.1
4.05,4.07,4.08,4.1
4.05,4.07,4.08,4.1
4.05,4.06,4.09,4.09
4.03,4.06,4.07,4.07
3.99,4.03,4.04,4
3.93,3.94,3.95,3.89
3.8,3.84,3.83,3.68
3.82,3.86,3.87,3.81
3.84,3.88,3.89,3.91
3.82,3.86,3.86,3.82
3.81,3.86,3.86,3.83
3.81,3.86,3.86,3.84
3.85,3.9,3.9,3.9
3.87,3.91,3.93,3.95
3.87,3.9,3.92,3.9
3.87,3.9,3.92,3.91
3.87,3.9,3.92,3.9
3.86,3.91,3.91,3.91
3.86,3.91,3.91,3.91
3.86,3.9,3.92,3.9
3.86,3.9,3.92,3.9
3.86,3.9,3.91,3.9
3.86,3.9,3.91,3.89
3.85,3.89,3.9,3.87
3.78,3.83,3.84,3.76
3.74,3.79,3.78,3.7
3.74,3.8,3.8,3.76
3.8,3.86,3.85,3.9
3.86,3.9,3.91,3.98
3.9,3.94,3.95,3.97
3.86,3.91,3.89,3.9
3.7,3.77,3.81,3.06
3.67,3.74,3.75,3.29
3.71,3.74,3.78,3.46
3.72,3.78,3.76,3.67
3.76,3.8,3.78,3.88
3.75,3.89,3.78,3.81
3.75,3.85,3.82,3.82
3.48,3.56,3.55,3.18
3.48,3.55,3.54,3.4
3.62,3.67,3.69,3.8
3.68,3.74,3.74,3.79
3.76,3.8,3.82,3.86
3.84,3.89,3.9,3.98
3.88,3.93,3.93,4
3.85,3.9,3.92,3.85
3.78,3.85,3.83,3.67
3.7,3.75,3.74,3.49
3.75,3.8,3.82,3.7
3.74,3.81,3.8,3.78
3.84,3.88,3.9,4.01
3.74,3.81,3.82,3.69
3.78,3.82,3.83,3.77
3.8,3.86,3.88,3.93
3.77,3.81,3.82,3.74
3.77,3.83,3.79,3.78
3.74,3.8,3.79,3.76
3.66,3.74,3.68,3.66
3.67,3.73,3.73,3.66
3.71,3.78,3.78,3.79
3.78,3.83,3.83,3.91
3.75,3.81,3.81,3.8
3.73,3.78,3.79,3.71
3.74,3.79,3.8,3.77
3.78,3.83,3.83,3.87
3.78,3.83,3.84,3.84
3.78,3.83,3.83,3.82
3.76,3.82,3.82,3.79
3.74,3.79,3.79,3.75
3.69,3.75,3.76,3.69
3.67,3.73,3.74,3.69
3.7,3.75,3.77,3.74
3.74,3.79,3.79,3.82
3.76,3.82,3.82,3.84
3.8,3.85,3.86,3.86
3.84,3.89,3.9,3.95
3.85,3.9,3.9,3.92
3.83,3.88,3.9,3.87
3.8,3.85,3.86,3.82
3.68,3.75,3.76,3.65
3.6,3.66,3.68,3.48
3.64,3.7,3.7,3.68
3.74,3.8,3.8,3.9
3.78,3.83,3.86,3.89
3.75,3.82,3.83,3.8
3.67,3.73,3.74,3.61
3.64,3.7,3.7,3.61
3.68,3.74,3.75,3.75
3.78,3.83,3.84,3.92
3.84,3.9,3.9,3.98
3.84,3.89,3.89,3.91
3.72,3.76,3.79,3.82
3.74,3.8,3.79,3.85
3.67,3.76,3.75,3.67
3.63,3.7,3.7,3.57
3.66,3.72,3.73,3.73
3.68,3.74,3.75,3.76
3.7,3.76,3.77,3.75
3.73,3.78,3.78,3.8
3.74,3.8,3.8,3.81
3.71,3.77,3.78,3.74
3.7,3.76,3.78,3.73
3.71,3.77,3.78,3.76
3.7,3.77,3.78,3.76
3.71,3.78,3.78,3.75
3.79,3.84,3.85,3.94
3.77,3.81,3.83,3.81
3.7,3.8,3.79,3.67
3.72,3.78,3.82,3.74
3.74,3.8,3.8,3.82
3.74,3.8,3.82,3.79
3.74,3.79,3.79,3.76
3.72,3.77,3.79,3.76
3.7,3.75,3.8,3.69
3.73,3.78,3.8,3.81
3.72,3.78,3.82,3.77
3.7,3.77,3.74,3.73
3.62,3.7,3.7,3.59
3.52,3.68,3.55,3.52
3.57,3.64,3.63,3.59
3.62,3.68,3.7,3.69
3.67,3.74,3.74,3.79
3.74,3.79,3.82,3.87
3.78,3.82,3.84,3.88
3.73,3.78,3.83,3.71
3.75,3.8,3.85,3.8
3.77,3.83,3.86,3.88
3.74,3.8,3.81,3.87
3.66,3.73,3.75,3.57
3.7,3.75,3.78,3.75
3.8,3.85,3.86,3.99
3.81,3.86,3.88,3.9
3.8,3.86,3.86,3.89
3.67,3.7,3.75,3.65
3.53,3.58,3.62,3.35
3.54,3.6,3.62,3.58
3.54,3.62,3.63,3.59
3.56,3.63,3.65,3.61
3.58,3.65,3.66,3.63
3.62,3.68,3.7,3.69
3.64,3.7,3.71,3.72
3.66,3.73,3.74,3.73
3.7,3.77,3.78,3.8
3.72,3.78,3.79,3.81
3.64,3.7,3.7,3.65
3.54,3.62,3.63,3.47
3.48,3.57,3.57,3.45
3.45,3.52,3.54,3.41
3.45,3.53,3.54,3.47
3.51,3.59,3.59,3.59
3.58,3.65,3.67,3.7
3.63,3.69,3.72,3.73
3.64,3.7,3.72,3.72
3.64,3.7,3.71,3.69
3.63,3.7,3.71,3.68
3.66,3.72,3.74,3.74
3.66,3.72,3.74,3.72
3.66,3.72,3.74,3.71
3.7,3.76,3.78,3.79
3.72,3.78,3.79,3.8
3.72,3.77,3.8,3.78
3.69,3.77,3.78,3.72
3.7,3.76,3.78,3.74
3.73,3.78,3.8,3.81
3.74,3.81,3.82,3.84
3.74,3.8,3.82,3.81
3.73,3.78,3.81,3.77
3.7,3.75,3.79,3.7
3.69,3.75,3.79,3.71
3.68,3.74,3.72,3.73
3.66,3.69,3.72,3.68
